incident_id,date,month,site_id,region,service_type,severity,status,start_time,resolved_time,duration_minutes,affected_customers,root_cause,assigned_team,escalation_level,recommended_action
INC-2026-00551,2026-06-08,2026-06,SITE-0174,Medan,Mobile Broadband,Low,Closed,2026-06-08T23:27:00,2026-06-09T00:29:00,62,32,Power outage,Enterprise Support,1,Monitor and resolve in standard queue
INC-2026-00603,2026-06-08,2026-06,SITE-0029,Palembang,Voice,Medium,Resolved,2026-06-08T22:13:00,2026-06-09T00:24:00,131,86,Core router instability,Enterprise Support,1,Assign service assurance follow-up
INC-2026-00710,2026-06-08,2026-06,SITE-0091,Jakarta,Enterprise VPN,High,Resolved,2026-06-08T06:03:00,2026-06-08T10:45:00,282,314,Customer premises equipment,Enterprise Support,2,Escalate to regional operations lead
INC-2026-00719,2026-06-08,2026-06,SITE-0056,Semarang,Cloud Connectivity,Medium,Resolved,2026-06-08T21:48:00,2026-06-09T00:17:00,149,137,Configuration drift,Field Operations,1,Assign service assurance follow-up
INC-2026-01044,2026-06-08,2026-06,SITE-0214,Medan,Cloud Connectivity,Medium,Closed,2026-06-08T10:55:00,2026-06-08T13:19:00,144,79,Access node congestion,Enterprise Support,1,Assign service assurance follow-up
INC-2026-01295,2026-06-08,2026-06,SITE-0071,Jakarta,Fiber Internet,High,Resolved,2026-06-08T22:44:00,2026-06-09T04:29:00,345,482,Access node congestion,Fiber Maintenance,2,Escalate to regional operations lead
INC-2026-01817,2026-06-08,2026-06,SITE-0130,Balikpapan,Enterprise VPN,Medium,Resolved,2026-06-08T23:18:00,2026-06-09T01:53:00,155,91,Access node congestion,Enterprise Support,1,Assign service assurance follow-up
INC-2026-00602,2026-06-09,2026-06,SITE-0115,Makassar,Mobile Broadband,Critical,Closed,2026-06-09T23:31:00,2026-06-10T05:46:00,375,267,Configuration drift,Field Operations,3,Open command bridge and dispatch field team
INC-2026-00636,2026-06-09,2026-06,SITE-0156,Semarang,Cloud Connectivity,Low,Resolved,2026-06-09T01:13:00,2026-06-09T02:15:00,62,29,Planned maintenance overrun,NOC Core,1,Monitor and resolve in standard queue
INC-2026-00811,2026-06-09,2026-06,SITE-0160,Balikpapan,Fiber Internet,High,Closed,2026-06-09T17:55:00,2026-06-09T22:08:00,253,667,Customer premises equipment,Customer Assurance,2,Escalate to regional operations lead
INC-2026-01538,2026-06-09,2026-06,SITE-0026,Semarang,Enterprise VPN,High,Closed,2026-06-09T02:23:00,2026-06-09T08:50:00,387,72,Backhaul packet loss,Customer Assurance,2,Escalate to regional operations lead
INC-2026-01720,2026-06-09,2026-06,SITE-0025,Makassar,IPTV,High,Resolved,2026-06-09T18:54:00,2026-06-10T01:21:00,387,209,Core router instability,NOC Core,2,Escalate to regional operations lead
INC-2026-02167,2026-06-09,2026-06,SITE-0194,Medan,Fiber Internet,Low,Resolved,2026-06-09T21:06:00,2026-06-09T21:51:00,45,72,Power outage,Enterprise Support,1,Monitor and resolve in standard queue
INC-2026-01258,2026-06-10,2026-06,SITE-0199,Palembang,Mobile Broadband,Critical,Resolved,2026-06-10T20:48:00,2026-06-11T07:41:00,653,1133,Customer premises equipment,Customer Assurance,3,Open command bridge and dispatch field team
INC-2026-01274,2026-06-10,2026-06,SITE-0104,Medan,Cloud Connectivity,Low,Closed,2026-06-10T12:27:00,2026-06-10T13:19:00,52,54,Power outage,NOC Core,1,Monitor and resolve in standard queue
INC-2026-01432,2026-06-10,2026-06,SITE-0167,Yogyakarta,IPTV,High,Resolved,2026-06-10T13:32:00,2026-06-10T18:27:00,295,504,Power outage,NOC Core,2,Escalate to regional operations lead
INC-2026-01485,2026-06-10,2026-06,SITE-0009,Palembang,IPTV,High,Resolved,2026-06-10T21:06:00,2026-06-11T02:23:00,317,327,Backhaul packet loss,NOC Core,2,Escalate to regional operations lead
INC-2026-01623,2026-06-10,2026-06,SITE-0086,Semarang,IPTV,Critical,Escalated,2026-06-10T13:50:00,,716,511,Customer premises equipment,Field Operations,3,Open command bridge and dispatch field team
INC-2026-00029,2026-06-11,2026-06,SITE-0036,Semarang,Enterprise VPN,Medium,Closed,2026-06-11T08:51:00,2026-06-11T10:54:00,123,47,Customer premises equipment,Enterprise Support,1,Assign service assurance follow-up
INC-2026-00462,2026-06-11,2026-06,SITE-0059,Palembang,Mobile Broadband,High,Resolved,2026-06-11T03:28:00,2026-06-11T08:43:00,315,366,Core router instability,Customer Assurance,2,Escalate to regional operations lead
INC-2026-01878,2026-06-11,2026-06,SITE-0023,Surabaya,Cloud Connectivity,Low,Resolved,2026-06-11T00:05:00,2026-06-11T01:22:00,77,32,Backhaul packet loss,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-02111,2026-06-11,2026-06,SITE-0069,Palembang,Voice,Medium,Closed,2026-06-11T18:16:00,2026-06-11T21:06:00,170,200,Configuration drift,NOC Core,1,Assign service assurance follow-up
INC-2026-00367,2026-06-12,2026-06,SITE-0226,Semarang,Mobile Broadband,Low,Closed,2026-06-12T00:03:00,2026-06-12T00:38:00,35,23,Power outage,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-00839,2026-06-12,2026-06,SITE-0239,Palembang,Voice,Medium,Resolved,2026-06-12T18:11:00,2026-06-12T21:25:00,194,187,Fiber cut,NOC Core,1,Assign service assurance follow-up
INC-2026-00865,2026-06-12,2026-06,SITE-0034,Medan,Mobile Broadband,Low,Closed,2026-06-12T14:32:00,2026-06-12T14:56:00,24,34,Planned maintenance overrun,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-01429,2026-06-12,2026-06,SITE-0051,Jakarta,IPTV,Low,Closed,2026-06-12T22:52:00,2026-06-12T23:34:00,42,32,Configuration drift,NOC Core,1,Monitor and resolve in standard queue
INC-2026-00211,2026-06-14,2026-06,SITE-0048,Denpasar,Voice,Low,Closed,2026-06-14T01:51:00,2026-06-14T02:43:00,52,27,Backhaul packet loss,Enterprise Support,1,Monitor and resolve in standard queue
INC-2026-00884,2026-06-14,2026-06,SITE-0204,Medan,Cloud Connectivity,Low,Resolved,2026-06-14T11:37:00,2026-06-14T12:30:00,53,62,Backhaul packet loss,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-02013,2026-06-14,2026-06,SITE-0021,Jakarta,Enterprise VPN,Low,Resolved,2026-06-14T18:30:00,2026-06-14T19:21:00,51,36,Customer premises equipment,NOC Core,1,Monitor and resolve in standard queue
INC-2026-02062,2026-06-14,2026-06,SITE-0091,Jakarta,Enterprise VPN,Low,Escalated,2026-06-14T12:43:00,,23,13,Fiber cut,Customer Assurance,1,Monitor and resolve in standard queue
INC-2026-00799,2026-06-15,2026-06,SITE-0203,Surabaya,IPTV,Low,Resolved,2026-06-15T19:58:00,2026-06-15T21:02:00,64,48,Configuration drift,Field Operations,1,Monitor and resolve in standard queue
INC-2026-01216,2026-06-15,2026-06,SITE-0234,Medan,Mobile Broadband,High,Resolved,2026-06-15T18:19:00,2026-06-15T22:44:00,265,308,Power outage,NOC Core,2,Escalate to regional operations lead
INC-2026-01810,2026-06-15,2026-06,SITE-0132,Bandung,Fiber Internet,High,Resolved,2026-06-15T04:16:00,2026-06-15T12:22:00,486,196,Access node congestion,Fiber Maintenance,2,Escalate to regional operations lead
INC-2026-01945,2026-06-15,2026-06,SITE-0219,Palembang,IPTV,Medium,Resolved,2026-06-15T14:35:00,2026-06-15T17:26:00,171,80,Fiber cut,Enterprise Support,1,Assign service assurance follow-up
INC-2026-02002,2026-06-15,2026-06,SITE-0133,Surabaya,Cloud Connectivity,Low,Open,2026-06-15T23:12:00,,38,36,Fiber cut,Field Operations,1,Monitor and resolve in standard queue
INC-2026-00519,2026-06-16,2026-06,SITE-0173,Surabaya,Voice,Low,Resolved,2026-06-16T08:51:00,2026-06-16T09:34:00,43,33,Planned maintenance overrun,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-00581,2026-06-16,2026-06,SITE-0189,Palembang,Mobile Broadband,Low,Resolved,2026-06-16T23:01:00,2026-06-17T00:00:00,59,25,Fiber cut,Field Operations,1,Monitor and resolve in standard queue
INC-2026-01119,2026-06-16,2026-06,SITE-0167,Yogyakarta,IPTV,Low,Resolved,2026-06-16T17:45:00,2026-06-16T18:06:00,21,50,Access node congestion,Enterprise Support,1,Monitor and resolve in standard queue
INC-2026-01558,2026-06-16,2026-06,SITE-0047,Yogyakarta,Mobile Broadband,High,Closed,2026-06-16T06:12:00,2026-06-16T10:10:00,238,425,Configuration drift,Fiber Maintenance,2,Escalate to regional operations lead
INC-2026-02060,2026-06-16,2026-06,SITE-0173,Surabaya,Voice,Low,Resolved,2026-06-16T15:50:00,2026-06-16T16:57:00,67,28,Backhaul packet loss,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-00065,2026-06-17,2026-06,SITE-0235,Makassar,Voice,Medium,Resolved,2026-06-17T16:35:00,2026-06-17T17:56:00,81,102,Fiber cut,Customer Assurance,1,Assign service assurance follow-up
INC-2026-00267,2026-06-17,2026-06,SITE-0034,Medan,Mobile Broadband,Low,Resolved,2026-06-17T10:40:00,2026-06-17T11:44:00,64,29,Configuration drift,Customer Assurance,1,Monitor and resolve in standard queue
INC-2026-00289,2026-06-17,2026-06,SITE-0033,Surabaya,Voice,Low,Open,2026-06-17T17:04:00,,81,42,Configuration drift,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-00516,2026-06-17,2026-06,SITE-0002,Bandung,Mobile Broadband,Low,Resolved,2026-06-17T08:12:00,2026-06-17T08:50:00,38,36,Customer premises equipment,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-00620,2026-06-17,2026-06,SITE-0099,Palembang,IPTV,Critical,Resolved,2026-06-17T17:55:00,2026-06-18T06:02:00,727,590,Power outage,Customer Assurance,3,Open command bridge and dispatch field team
INC-2026-01163,2026-06-17,2026-06,SITE-0193,Surabaya,IPTV,Medium,Closed,2026-06-17T00:48:00,2026-06-17T04:07:00,199,89,Customer premises equipment,NOC Core,1,Assign service assurance follow-up
INC-2026-01196,2026-06-17,2026-06,SITE-0126,Semarang,Mobile Broadband,Medium,Resolved,2026-06-17T17:10:00,2026-06-17T19:08:00,118,113,Fiber cut,Enterprise Support,1,Assign service assurance follow-up
INC-2026-01262,2026-06-17,2026-06,SITE-0150,Balikpapan,IPTV,Medium,Resolved,2026-06-17T16:48:00,2026-06-17T19:12:00,144,67,Customer premises equipment,Enterprise Support,1,Assign service assurance follow-up
INC-2026-01440,2026-06-17,2026-06,SITE-0013,Surabaya,Mobile Broadband,Low,Resolved,2026-06-17T18:53:00,2026-06-17T19:38:00,45,36,Power outage,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-01668,2026-06-17,2026-06,SITE-0221,Jakarta,Cloud Connectivity,Medium,Resolved,2026-06-17T21:03:00,2026-06-18T00:10:00,187,78,Configuration drift,Enterprise Support,1,Assign service assurance follow-up
INC-2026-01686,2026-06-17,2026-06,SITE-0135,Makassar,Voice,Low,Resolved,2026-06-17T09:08:00,2026-06-17T10:02:00,54,37,Fiber cut,Enterprise Support,1,Monitor and resolve in standard queue
INC-2026-01925,2026-06-17,2026-06,SITE-0111,Jakarta,Fiber Internet,High,Resolved,2026-06-17T05:08:00,2026-06-17T10:30:00,322,438,Access node congestion,Customer Assurance,2,Escalate to regional operations lead
INC-2026-00957,2026-06-18,2026-06,SITE-0112,Bandung,Voice,Low,Resolved,2026-06-18T01:14:00,2026-06-18T02:13:00,59,32,Access node congestion,Field Operations,1,Monitor and resolve in standard queue
INC-2026-01148,2026-06-18,2026-06,SITE-0222,Bandung,Mobile Broadband,Low,Resolved,2026-06-18T16:29:00,2026-06-18T17:36:00,67,61,Power outage,Customer Assurance,1,Monitor and resolve in standard queue
INC-2026-00343,2026-06-19,2026-06,SITE-0222,Bandung,Mobile Broadband,Low,Resolved,2026-06-19T13:22:00,2026-06-19T14:33:00,71,36,Configuration drift,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-01348,2026-06-19,2026-06,SITE-0012,Bandung,Fiber Internet,Critical,Closed,2026-06-19T16:36:00,2026-06-20T04:02:00,686,811,Access node congestion,Customer Assurance,3,Open command bridge and dispatch field team
INC-2026-01649,2026-06-19,2026-06,SITE-0186,Semarang,Fiber Internet,Low,Resolved,2026-06-19T13:51:00,2026-06-19T14:59:00,68,40,Access node congestion,Field Operations,1,Monitor and resolve in standard queue
INC-2026-00271,2026-06-20,2026-06,SITE-0225,Makassar,Mobile Broadband,Medium,Closed,2026-06-20T16:30:00,2026-06-20T19:33:00,183,148,Planned maintenance overrun,Fiber Maintenance,1,Assign service assurance follow-up
INC-2026-00505,2026-06-20,2026-06,SITE-0009,Palembang,IPTV,Low,Closed,2026-06-20T16:10:00,2026-06-20T16:55:00,45,46,Power outage,NOC Core,1,Monitor and resolve in standard queue
INC-2026-01451,2026-06-20,2026-06,SITE-0034,Medan,Mobile Broadband,Medium,Resolved,2026-06-20T00:12:00,2026-06-20T02:49:00,157,72,Power outage,Field Operations,1,Assign service assurance follow-up
INC-2026-01709,2026-06-20,2026-06,SITE-0233,Surabaya,Voice,Low,Closed,2026-06-20T14:38:00,2026-06-20T15:27:00,49,35,Configuration drift,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-01734,2026-06-20,2026-06,SITE-0122,Bandung,Enterprise VPN,Low,Resolved,2026-06-20T06:04:00,2026-06-20T06:45:00,41,12,Planned maintenance overrun,Enterprise Support,1,Monitor and resolve in standard queue
INC-2026-00373,2026-06-21,2026-06,SITE-0228,Denpasar,Cloud Connectivity,Low,Resolved,2026-06-21T11:10:00,2026-06-21T12:12:00,62,22,Backhaul packet loss,Field Operations,1,Monitor and resolve in standard queue
INC-2026-00453,2026-06-21,2026-06,SITE-0228,Denpasar,Cloud Connectivity,High,Resolved,2026-06-21T04:47:00,2026-06-21T09:37:00,290,253,Power outage,Fiber Maintenance,2,Escalate to regional operations lead
INC-2026-00609,2026-06-21,2026-06,SITE-0014,Medan,Voice,Low,Resolved,2026-06-21T11:51:00,2026-06-21T12:42:00,51,33,Fiber cut,Customer Assurance,1,Monitor and resolve in standard queue
INC-2026-00954,2026-06-21,2026-06,SITE-0169,Palembang,IPTV,High,Closed,2026-06-21T11:00:00,2026-06-21T15:28:00,268,322,Core router instability,Customer Assurance,2,Escalate to regional operations lead
INC-2026-01213,2026-06-21,2026-06,SITE-0229,Palembang,IPTV,Low,Closed,2026-06-21T06:42:00,2026-06-21T07:54:00,72,19,Configuration drift,NOC Core,1,Monitor and resolve in standard queue
INC-2026-01895,2026-06-21,2026-06,SITE-0011,Jakarta,Cloud Connectivity,Low,Resolved,2026-06-21T07:48:00,2026-06-21T08:48:00,60,27,Access node congestion,Customer Assurance,1,Monitor and resolve in standard queue
INC-2026-00488,2026-06-22,2026-06,SITE-0174,Medan,Mobile Broadband,High,Closed,2026-06-22T17:19:00,2026-06-22T21:26:00,247,263,Customer premises equipment,Fiber Maintenance,2,Escalate to regional operations lead
INC-2026-00784,2026-06-22,2026-06,SITE-0222,Bandung,Mobile Broadband,Medium,Resolved,2026-06-22T19:54:00,2026-06-22T22:48:00,174,166,Backhaul packet loss,Enterprise Support,1,Assign service assurance follow-up
INC-2026-01068,2026-06-22,2026-06,SITE-0156,Semarang,Cloud Connectivity,Low,Resolved,2026-06-22T18:29:00,2026-06-22T18:53:00,24,17,Planned maintenance overrun,NOC Core,1,Monitor and resolve in standard queue
INC-2026-01330,2026-06-22,2026-06,SITE-0178,Denpasar,IPTV,Critical,Resolved,2026-06-22T04:02:00,2026-06-22T13:27:00,565,654,Configuration drift,Fiber Maintenance,3,Open command bridge and dispatch field team
INC-2026-01909,2026-06-22,2026-06,SITE-0248,Denpasar,Cloud Connectivity,Low,Resolved,2026-06-22T12:33:00,2026-06-22T14:13:00,100,17,Core router instability,Enterprise Support,1,Monitor and resolve in standard queue
INC-2026-02198,2026-06-22,2026-06,SITE-0057,Yogyakarta,IPTV,Low,Resolved,2026-06-22T08:10:00,2026-06-22T08:56:00,46,57,Customer premises equipment,Field Operations,1,Monitor and resolve in standard queue
INC-2026-00016,2026-06-23,2026-06,SITE-0141,Jakarta,Fiber Internet,Medium,Resolved,2026-06-23T11:11:00,2026-06-23T12:56:00,105,118,Fiber cut,Enterprise Support,1,Assign service assurance follow-up
INC-2026-00364,2026-06-23,2026-06,SITE-0128,Denpasar,Cloud Connectivity,Low,Resolved,2026-06-23T10:39:00,2026-06-23T11:30:00,51,34,Backhaul packet loss,Enterprise Support,1,Monitor and resolve in standard queue
INC-2026-00456,2026-06-23,2026-06,SITE-0059,Palembang,Mobile Broadband,Low,Resolved,2026-06-23T23:58:00,2026-06-24T00:46:00,48,31,Customer premises equipment,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-00458,2026-06-23,2026-06,SITE-0045,Makassar,Fiber Internet,Medium,Resolved,2026-06-23T00:24:00,2026-06-23T03:08:00,164,129,Fiber cut,Field Operations,1,Assign service assurance follow-up
INC-2026-00492,2026-06-23,2026-06,SITE-0162,Bandung,IPTV,Low,Resolved,2026-06-23T17:40:00,2026-06-23T18:26:00,46,25,Customer premises equipment,Enterprise Support,1,Monitor and resolve in standard queue
INC-2026-00853,2026-06-23,2026-06,SITE-0149,Palembang,Fiber Internet,Medium,Closed,2026-06-23T01:35:00,2026-06-23T04:07:00,152,175,Customer premises equipment,NOC Core,1,Assign service assurance follow-up
INC-2026-01051,2026-06-23,2026-06,SITE-0055,Makassar,Mobile Broadband,Medium,Closed,2026-06-23T08:52:00,2026-06-23T10:39:00,107,158,Planned maintenance overrun,Field Operations,1,Assign service assurance follow-up
INC-2026-01225,2026-06-23,2026-06,SITE-0178,Denpasar,IPTV,High,Resolved,2026-06-23T12:07:00,2026-06-23T15:13:00,186,434,Backhaul packet loss,NOC Core,2,Escalate to regional operations lead
INC-2026-01460,2026-06-23,2026-06,SITE-0046,Semarang,Cloud Connectivity,Low,Resolved,2026-06-23T05:51:00,2026-06-23T07:07:00,76,20,Configuration drift,Customer Assurance,1,Monitor and resolve in standard queue
INC-2026-01763,2026-06-23,2026-06,SITE-0156,Semarang,Cloud Connectivity,Low,Resolved,2026-06-23T07:35:00,2026-06-23T08:21:00,46,25,Fiber cut,Field Operations,1,Monitor and resolve in standard queue
INC-2026-01921,2026-06-23,2026-06,SITE-0094,Medan,Voice,Low,Closed,2026-06-23T06:28:00,2026-06-23T07:12:00,44,21,Customer premises equipment,NOC Core,1,Monitor and resolve in standard queue
INC-2026-00190,2026-06-24,2026-06,SITE-0065,Makassar,Fiber Internet,Critical,Investigating,2026-06-24T11:57:00,,895,723,Core router instability,Fiber Maintenance,3,Open command bridge and dispatch field team
INC-2026-00826,2026-06-24,2026-06,SITE-0195,Makassar,Fiber Internet,High,Resolved,2026-06-24T18:19:00,2026-06-25T01:48:00,449,173,Backhaul packet loss,Enterprise Support,2,Escalate to regional operations lead
INC-2026-01080,2026-06-24,2026-06,SITE-0198,Denpasar,Fiber Internet,Low,Resolved,2026-06-24T03:18:00,2026-06-24T04:42:00,84,48,Configuration drift,Customer Assurance,1,Monitor and resolve in standard queue
INC-2026-01090,2026-06-24,2026-06,SITE-0039,Palembang,IPTV,Low,Open,2026-06-24T08:15:00,,64,20,Access node congestion,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-01459,2026-06-24,2026-06,SITE-0216,Semarang,Enterprise VPN,Medium,Resolved,2026-06-24T17:19:00,2026-06-24T19:06:00,107,6,Backhaul packet loss,Fiber Maintenance,1,Assign service assurance follow-up
INC-2026-00365,2026-06-25,2026-06,SITE-0050,Balikpapan,Cloud Connectivity,High,Resolved,2026-06-25T04:29:00,2026-06-25T07:23:00,174,426,Backhaul packet loss,NOC Core,2,Escalate to regional operations lead
INC-2026-00617,2026-06-25,2026-06,SITE-0211,Jakarta,Mobile Broadband,Critical,Resolved,2026-06-25T15:48:00,2026-06-26T03:24:00,696,924,Access node congestion,NOC Core,3,Open command bridge and dispatch field team
INC-2026-00838,2026-06-25,2026-06,SITE-0069,Palembang,Voice,High,Resolved,2026-06-25T09:25:00,2026-06-25T14:39:00,314,320,Configuration drift,Field Operations,2,Escalate to regional operations lead
INC-2026-00871,2026-06-25,2026-06,SITE-0202,Bandung,Voice,Medium,Closed,2026-06-25T07:54:00,2026-06-25T09:58:00,124,6,Backhaul packet loss,Customer Assurance,1,Assign service assurance follow-up
INC-2026-01941,2026-06-25,2026-06,SITE-0055,Makassar,Mobile Broadband,High,Closed,2026-06-25T08:56:00,2026-06-25T14:21:00,325,423,Power outage,Field Operations,2,Escalate to regional operations lead
INC-2026-02148,2026-06-25,2026-06,SITE-0027,Yogyakarta,IPTV,Critical,Resolved,2026-06-25T23:04:00,2026-06-26T06:32:00,448,912,Core router instability,Fiber Maintenance,3,Open command bridge and dispatch field team
INC-2026-02184,2026-06-25,2026-06,SITE-0225,Makassar,Mobile Broadband,Medium,Resolved,2026-06-25T22:07:00,2026-06-26T00:09:00,122,138,Planned maintenance overrun,NOC Core,1,Assign service assurance follow-up
INC-2026-00075,2026-06-26,2026-06,SITE-0194,Medan,Fiber Internet,Low,Resolved,2026-06-26T23:48:00,2026-06-27T00:45:00,57,51,Customer premises equipment,NOC Core,1,Monitor and resolve in standard queue
INC-2026-00378,2026-06-26,2026-06,SITE-0002,Bandung,Mobile Broadband,Medium,Resolved,2026-06-26T02:23:00,2026-06-26T05:04:00,161,133,Fiber cut,Customer Assurance,1,Assign service assurance follow-up
INC-2026-00404,2026-06-26,2026-06,SITE-0164,Medan,Voice,Low,Resolved,2026-06-26T10:24:00,2026-06-26T10:59:00,35,24,Customer premises equipment,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-00446,2026-06-26,2026-06,SITE-0129,Palembang,Fiber Internet,High,Closed,2026-06-26T20:46:00,2026-06-27T04:41:00,475,272,Planned maintenance overrun,Customer Assurance,2,Escalate to regional operations lead
INC-2026-00489,2026-06-26,2026-06,SITE-0108,Denpasar,Fiber Internet,High,Closed,2026-06-26T08:57:00,2026-06-26T16:40:00,463,619,Backhaul packet loss,Enterprise Support,2,Escalate to regional operations lead
INC-2026-00907,2026-06-26,2026-06,SITE-0244,Medan,Enterprise VPN,Low,Resolved,2026-06-26T22:41:00,2026-06-26T23:36:00,55,21,Configuration drift,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-00995,2026-06-26,2026-06,SITE-0133,Surabaya,Cloud Connectivity,High,Closed,2026-06-26T19:17:00,2026-06-27T03:42:00,505,302,Backhaul packet loss,Customer Assurance,2,Escalate to regional operations lead
INC-2026-01349,2026-06-26,2026-06,SITE-0221,Jakarta,Cloud Connectivity,Critical,Resolved,2026-06-26T23:46:00,2026-06-27T12:19:00,753,416,Customer premises equipment,Fiber Maintenance,3,Open command bridge and dispatch field team
INC-2026-01618,2026-06-26,2026-06,SITE-0185,Makassar,Mobile Broadband,Low,Resolved,2026-06-26T23:18:00,2026-06-27T00:14:00,56,23,Access node congestion,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-01731,2026-06-26,2026-06,SITE-0056,Semarang,Cloud Connectivity,Medium,Closed,2026-06-26T00:03:00,2026-06-26T02:19:00,136,86,Fiber cut,Customer Assurance,1,Assign service assurance follow-up
INC-2026-00741,2026-06-27,2026-06,SITE-0234,Medan,Mobile Broadband,Medium,Resolved,2026-06-27T10:04:00,2026-06-27T13:12:00,188,209,Configuration drift,Customer Assurance,1,Assign service assurance follow-up
INC-2026-00781,2026-06-27,2026-06,SITE-0050,Balikpapan,Cloud Connectivity,Low,Resolved,2026-06-27T21:36:00,2026-06-27T22:29:00,53,56,Core router instability,NOC Core,1,Monitor and resolve in standard queue
INC-2026-00894,2026-06-27,2026-06,SITE-0099,Palembang,IPTV,High,Resolved,2026-06-27T17:58:00,2026-06-27T23:19:00,321,520,Backhaul packet loss,Field Operations,2,Escalate to regional operations lead
INC-2026-00936,2026-06-27,2026-06,SITE-0041,Jakarta,Cloud Connectivity,High,Resolved,2026-06-27T18:14:00,2026-06-28T01:30:00,436,502,Configuration drift,Field Operations,2,Escalate to regional operations lead
INC-2026-02017,2026-06-27,2026-06,SITE-0203,Surabaya,IPTV,Low,Resolved,2026-06-27T18:07:00,2026-06-27T18:58:00,51,51,Access node congestion,Fiber Maintenance,1,Monitor and resolve in standard queue
INC-2026-02114,2026-06-27,2026-06,SITE-0024,Medan,Voice,Medium,Resolved,2026-06-27T03:48:00,2026-06-27T06:06:00,138,168,Power outage,NOC Core,1,Assign service assurance follow-up
INC-2026-00122,2026-06-28,2026-06,SITE-0205,Makassar,Cloud Connectivity,Medium,Resolved,2026-06-28T02:20:00,2026-06-28T04:49:00,149,71,Backhaul packet loss,Enterprise Support,1,Assign service assurance follow-up
INC-2026-00325,2026-06-28,2026-06,SITE-0159,Palembang,Mobile Broadband,Low,Resolved,2026-06-28T16:14:00,2026-06-28T17:20:00,66,42,Access node congestion,Customer Assurance,1,Monitor and resolve in standard queue
INC-2026-01411,2026-06-28,2026-06,SITE-0238,Denpasar,Mobile Broadband,Low,Resolved,2026-06-28T07:49:00,2026-06-28T08:23:00,34,37,Fiber cut,Field Operations,1,Monitor and resolve in standard queue
INC-2026-01470,2026-06-28,2026-06,SITE-0017,Yogyakarta,IPTV,Medium,Resolved,2026-06-28T03:44:00,2026-06-28T04:45:00,61,114,Configuration drift,Fiber Maintenance,1,Assign service assurance follow-up
INC-2026-01867,2026-06-28,2026-06,SITE-0050,Balikpapan,Cloud Connectivity,Critical,Resolved,2026-06-28T12:41:00,2026-06-29T02:38:00,837,691,Customer premises equipment,Customer Assurance,3,Open command bridge and dispatch field team
INC-2026-01995,2026-06-28,2026-06,SITE-0172,Bandung,Enterprise VPN,Low,Resolved,2026-06-28T04:10:00,2026-06-28T05:03:00,53,17,Customer premises equipment,Enterprise Support,1,Monitor and resolve in standard queue
INC-2026-02087,2026-06-28,2026-06,SITE-0107,Yogyakarta,Enterprise VPN,Low,Closed,2026-06-28T14:20:00,2026-06-28T15:06:00,46,3,Customer premises equipment,Customer Assurance,1,Monitor and resolve in standard queue
INC-2026-00011,2026-06-29,2026-06,SITE-0204,Medan,Cloud Connectivity,Medium,Resolved,2026-06-29T12:42:00,2026-06-29T13:51:00,69,201,Backhaul packet loss,Customer Assurance,1,Assign service assurance follow-up
INC-2026-00240,2026-06-29,2026-06,SITE-0131,Jakarta,Cloud Connectivity,Medium,Resolved,2026-06-29T11:15:00,2026-06-29T13:06:00,111,86,Fiber cut,Field Operations,1,Assign service assurance follow-up
INC-2026-01495,2026-06-29,2026-06,SITE-0010,Balikpapan,Cloud Connectivity,Medium,Resolved,2026-06-29T06:15:00,2026-06-29T08:35:00,140,186,Core router instability,Field Operations,1,Assign service assurance follow-up
INC-2026-01790,2026-06-29,2026-06,SITE-0169,Palembang,IPTV,Low,Resolved,2026-06-29T12:42:00,2026-06-29T13:31:00,49,28,Power outage,Field Operations,1,Monitor and resolve in standard queue
INC-2026-02001,2026-06-29,2026-06,SITE-0165,Makassar,IPTV,Medium,Escalated,2026-06-29T07:18:00,,138,37,Power outage,Enterprise Support,1,Assign service assurance follow-up
INC-2026-02147,2026-06-29,2026-06,SITE-0214,Medan,Cloud Connectivity,Medium,Resolved,2026-06-29T10:51:00,2026-06-29T13:01:00,130,94,Power outage,Enterprise Support,1,Assign service assurance follow-up
INC-2026-00452,2026-06-30,2026-06,SITE-0013,Surabaya,Mobile Broadband,Medium,Resolved,2026-06-30T12:33:00,2026-06-30T14:09:00,96,63,Access node congestion,Fiber Maintenance,1,Assign service assurance follow-up
INC-2026-00981,2026-06-30,2026-06,SITE-0135,Makassar,Voice,Low,Resolved,2026-06-30T17:42:00,2026-06-30T18:40:00,58,36,Planned maintenance overrun,NOC Core,1,Monitor and resolve in standard queue
